source_path	source_id	root_or_group_id	date	cwd_or_worktree	relevance	disposition	topics	evidence_surface	execution_lifecycle	current_owner	duplicate_key	confidence	reason
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/conditions.md	doc-1b8f52025aaa010c	content:0c638c39c79409a70a37df51ff18a8f606758c6afd9f341ee030b80e07a084c6	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;conditions	research-note	retired/historical	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:0c638c39c79409a70a37df51ff18a8f606758c6afd9f341ee030b80e07a084c6	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/conditions.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/discussion.md	doc-7b1bc56fb755ee25	content:12c63d44ea2d7997982969db020ca9ae00a5edfc9b1ba4c35ff57fc974b0122a	2026-06-27	CoordExp-swift	skip	duplicate	CoordExp-swift;discussion	research-note	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:12c63d44ea2d7997982969db020ca9ae00a5edfc9b1ba4c35ff57fc974b0122a	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/discussion.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/draft.md	doc-19663c665fb4b7a4	content:6f35ea3f167eeb46f1c92893b82c988f1866b27d14993c8dfcab3aa4ec4f9c6e	2026-06-27	CoordExp-swift	skip	duplicate	CoordExp-swift;draft	research-note	historical	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:6f35ea3f167eeb46f1c92893b82c988f1866b27d14993c8dfcab3aa4ec4f9c6e	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/draft.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/experiments/2026-06-14-launch-health-and-branch-isolation/unit.md	doc-6de3a26c995b6d36	content:604e4b6e921dab7a396eeca6ce1df6a3c5d4df48eec6e92fd1f87f4783be9ce8	2026-06-14	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	retired/historical	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:604e4b6e921dab7a396eeca6ce1df6a3c5d4df48eec6e92fd1f87f4783be9ce8	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/experiments/2026-06-14-launch-health-and-branch-isolation/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/experiments/2026-06-16-axis-sort-negative-result/unit.md	doc-7b739110174aac1e	content:21e678d0a5a6c80d8528ba5a9b49618537583850341d39dca91a9efe435a4d34	2026-06-16	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:21e678d0a5a6c80d8528ba5a9b49618537583850341d39dca91a9efe435a4d34	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/experiments/2026-06-16-axis-sort-negative-result/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/experiments/2026-06-17-inert-objective-root-cause/unit.md	doc-ff2af8b63ed53216	content:690e33d34b12134b0aa79a0759be34b36e87de3747014ac1e1e24050e742bb7e	2026-06-17	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:690e33d34b12134b0aa79a0759be34b36e87de3747014ac1e1e24050e742bb7e	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/experiments/2026-06-17-inert-objective-root-cause/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/experiments/index.md	doc-2411a22e947c14e9	content:c1e7ac6a71c672514b9a3bfa99d449c544fbeec18c8ee1b2057681c93df761fb	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;index	router/synthesis,unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:c1e7ac6a71c672514b9a3bfa99d449c544fbeec18c8ee1b2057681c93df761fb	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/experiments/index.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/implementation.md	doc-ab313e5c7258b742	content:7d71584ff9e3d288cf67fe394784184140ec5294c643ad1a81ff114a0b91b718	2026-06-27	CoordExp-swift	skip	duplicate	CoordExp-swift;implementation	research-note	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:7d71584ff9e3d288cf67fe394784184140ec5294c643ad1a81ff114a0b91b718	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/implementation.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/index.md	doc-828953f8fd4c41f1	content:3c590a102afbceeae69f2a837d64e71eeae0437fb6c19c8a2493cd9840638918	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;index	router/synthesis	historical	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:3c590a102afbceeae69f2a837d64e71eeae0437fb6c19c8a2493cd9840638918	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/index.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/prefix-denoising-sft/overview.md	doc-c1acb8b6da76d3d8	content:0f1faa93596e2cfa0baf6bdf79890bcc24bfde471ae86e948a947e2c13214887	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;overview	router/synthesis	retired/historical	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:0f1faa93596e2cfa0baf6bdf79890bcc24bfde471ae86e948a947e2c13214887	low	byte-identical to representative /data/CoordExp/research/ideas/prefix-denoising-sft/overview.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiment-plan.md	doc-bfdd47cb0720fd88	content:cedca8cce96402bb97e52432c0e4ba740d687e4239935a8f8a2311d85bb0f6f9	2026-07-04	CoordExp-swift	skip	duplicate	CoordExp-swift;experiment-plan	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:cedca8cce96402bb97e52432c0e4ba740d687e4239935a8f8a2311d85bb0f6f9	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiment-plan.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-05-predicted-ledger-human-annotation-ablation/unit.md	doc-41fab2a386080ec6	content:d62505accb12fa52b1211ccfe4187d4ba504672dd7e921b47b933d40f429838e	2026-07-05	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	invalid	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:d62505accb12fa52b1211ccfe4187d4ba504672dd7e921b47b933d40f429838e	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-05-predicted-ledger-human-annotation-ablation/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step0-preparation-results/unit.md	doc-d6d79a8e5b0e0c77	content:0481f8a2f90f9786f5be2a5cb5796cc7fbfd20261072d21761904e1544817cb6	2026-07-08	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:0481f8a2f90f9786f5be2a5cb5796cc7fbfd20261072d21761904e1544817cb6	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step0-preparation-results/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step1-precommit-probes/unit.md	doc-56e2fee51e79c42f	content:886daa779796eb78862f598205f05dcc424aa184ad49274e89a627682ba0d0d6	2026-07-08	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:886daa779796eb78862f598205f05dcc424aa184ad49274e89a627682ba0d0d6	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step1-precommit-probes/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step2-anticopy-snap-radius-results/unit.md	doc-b02ace3a3333a1f2	content:76c5b470ae00f0d2f24bf5f1c07d4172aaa0561a13cda636fe681e150a7b9264	2026-07-08	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:76c5b470ae00f0d2f24bf5f1c07d4172aaa0561a13cda636fe681e150a7b9264	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step2-anticopy-snap-radius-results/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step2-e0-snap-radius-calibration/unit.md	doc-c844eb38274c7d7d	content:5523b60e4aab9d305119608a78c51c44e0ad79dc5d73a60c3900c62171563b41	2026-07-08	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:5523b60e4aab9d305119608a78c51c44e0ad79dc5d73a60c3900c62171563b41	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step2-e0-snap-radius-calibration/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step2-snap-radius-build-probe-plan/unit.md	doc-c7d669a9408a559c	content:c4aeff3a4723abc9e62110b39d98e6ed881713ba17af0c49fb0d938dd841d305	2026-07-08	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	retired/historical	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:c4aeff3a4723abc9e62110b39d98e6ed881713ba17af0c49fb0d938dd841d305	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-08-pvci-step2-snap-radius-build-probe-plan/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-corrupted-wrong-object-row-binding/unit.md	doc-3f88f699f9a342c6	content:a4ba719329157c83933433972763909d5fe637ace0aaa0d2b2784b430b168d89	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:a4ba719329157c83933433972763909d5fe637ace0aaa0d2b2784b430b168d89	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-corrupted-wrong-object-row-binding/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-cross-image-delta-transfer/unit.md	doc-cbe79062cb3dcccc	content:e9c3ed31a487b15c6cae925838ed2ba6797a567f3be278c441eda739c3ea30f9	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:e9c3ed31a487b15c6cae925838ed2ba6797a567f3be278c441eda739c3ea30f9	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-cross-image-delta-transfer/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-feature-replay-cursor/unit.md	doc-7d29843b90efd1ad	content:52ef6e52241132d6d7aa5212e33831df3da4f624156cf21242a417293e08c38b	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:52ef6e52241132d6d7aa5212e33831df3da4f624156cf21242a417293e08c38b	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-feature-replay-cursor/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-feature-store-delta-cursor/unit.md	doc-0fa62c41a8e6ef00	content:20357da1536ee1aeeb2fdcc0850cbf5f1e33e71e079f2d26a178885a85178ef4	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:20357da1536ee1aeeb2fdcc0850cbf5f1e33e71e079f2d26a178885a85178ef4	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-feature-store-delta-cursor/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-identity-conflict/unit.md	doc-ba545a14bc37a536	content:e4ea7a96dcae69dfb48f4691829acd860ebf4334a7bd127084ceb1f06735a283	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:e4ea7a96dcae69dfb48f4691829acd860ebf4334a7bd127084ceb1f06735a283	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-identity-conflict/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-image-embed-spatial-localization/unit.md	doc-00d383bf0cd732a5	content:6f81dc3eb5045e58891d096f647a57bee13d3732c39c942cd3db1dbfe4094d0e	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:6f81dc3eb5045e58891d096f647a57bee13d3732c39c942cd3db1dbfe4094d0e	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-image-embed-spatial-localization/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-layer-boundary-residual-decomposition/unit.md	doc-7bb3d5b763e1754d	content:2a45ca0ad8b598b105d1e8f2ed5194236ffc67cdad5f5634fa93ec5c6f7be415	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	planned	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:2a45ca0ad8b598b105d1e8f2ed5194236ffc67cdad5f5634fa93ec5c6f7be415	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-layer-boundary-residual-decomposition/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-local-visual-delta-cursor/unit.md	doc-cf643607e6e7a7e3	content:9b9d64680b7d97c38db330473a471625dbf1f4072d796a54e98f8fe1a97f08eb	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:9b9d64680b7d97c38db330473a471625dbf1f4072d796a54e98f8fe1a97f08eb	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-local-visual-delta-cursor/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-post-scatter-image-token-equivalence/unit.md	doc-5d466d97bf6faed8	content:1277acd8dca4a40038b336025ad772a84805b4ae3f7e6cf9acdaed7fa3a9287b	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:1277acd8dca4a40038b336025ad772a84805b4ae3f7e6cf9acdaed7fa3a9287b	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-post-scatter-image-token-equivalence/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-post-scatter-layer-onset/unit.md	doc-167a42f184dad9ab	content:2097c4c6a47c0fb19671f7da556d92cef4180350ffb434e1a75f154bf52b305c	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:2097c4c6a47c0fb19671f7da556d92cef4180350ffb434e1a75f154bf52b305c	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-post-scatter-layer-onset/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-region-split-visual-delta-cursor/unit.md	doc-58ac3a4b32b5d9b7	content:bff801fc98b2b15cc8b9ed36d4ac84d201856f74bb94900e7c498642a5b6fdb8	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:bff801fc98b2b15cc8b9ed36d4ac84d201856f74bb94900e7c498642a5b6fdb8	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-region-split-visual-delta-cursor/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-residual-patch-causal-sufficiency/unit.md	doc-e0badf255307e8a3	content:cc75268e08692796bf38f5c846b421ed02e826babd02bea30fad7d6f7c22c418	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	planned	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:cc75268e08692796bf38f5c846b421ed02e826babd02bea30fad7d6f7c22c418	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-residual-patch-causal-sufficiency/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-same-object-aug-delta-bridge/unit.md	doc-8828149818cc82d7	content:b63ac5a0c3a38f9d46f426d3883d3ca234ce1c34509a8bea81de6329598555b1	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:b63ac5a0c3a38f9d46f426d3883d3ca234ce1c34509a8bea81de6329598555b1	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-same-object-aug-delta-bridge/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-sublayer-patch-route-split/unit.md	doc-f078575eaf98e3e8	content:4e85ace81f6b1d34bc1f385fcd03ef0de3252b16724727dcbf59be28f2d98b39	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	planned	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:4e85ace81f6b1d34bc1f385fcd03ef0de3252b16724727dcbf59be28f2d98b39	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-sublayer-patch-route-split/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-visual-feature-component-localization/unit.md	doc-af3e2c27f9a4631a	content:e2434fb2519978d2b40f00fd062a4ed5fe59cf5caccc4e5fc5b43fb25b6a1957	2026-07-09	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	executed	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:e2434fb2519978d2b40f00fd062a4ed5fe59cf5caccc4e5fc5b43fb25b6a1957	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-09-pvci-visual-feature-component-localization/unit.md
/data/CoordExp/.worktrees/CoordExp-swift/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-10-pvci-endogenous-boundary-state-synthesis/unit.md	doc-d25316b22435f30b	content:f86dc3eeeb293cec66fb2b745d89519d045a30c9cd4cf47339510ef1f53c6456	2026-07-10	CoordExp-swift	skip	duplicate	CoordExp-swift;unit	unit/protocol	planned	CoordExp-swift branch research surface; ownership requires reconciliation	sha256:f86dc3eeeb293cec66fb2b745d89519d045a30c9cd4cf47339510ef1f53c6456	low	byte-identical to representative /data/CoordExp/.worktrees/research-probes/research/ideas/qwen3-vl-painted-gt-transcription-probe/experiments/2026-07-10-pvci-endogenous-boundary-state-synthesis/unit.md
