source_domain	source_id	source_path	sha256	source_kind	branch	worktree	commit	source_date	disposition	destination_docs	claim_ids	artifact_handles	lifecycle	availability	review_status	note
progress	progress:03aa7380182adf8b2cd016d799cb21b622059a43a8fb95a314e1e28f49adb476	docs/history/research-intake/2026-07-01-autoregressive-binding-template-study/snapshots/03aa7380182a/progress/diagnostics/2026-06-10_phase4_layer17_head1_source_bucket_direction_findings.md;progress/diagnostics/2026-06-10_phase4_layer17_head1_source_bucket_direction_findings.md	03aa7380182adf8b2cd016d799cb21b622059a43a8fb95a314e1e28f49adb476	current_worktree;reachable_and_unreachable_git_history	coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/research-probes	72a1639cc469d498923f16eac2b1a661e52719f7;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499	2026-06-10	retain_current	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/03aa7380182a/docs/history/research-intake/2026-07-01-autoregressive-binding-template-study/snapshots/03aa7380182a/progress/diagnostics/2026-06-10_phase4_layer17_head1_source_bucket_direction_findings.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=2;bytes=4879
progress	progress:04536ac6059b2f0d3fb1b9b4b9639a189435c5cac8c48c7e646a1011bfeb10fb	progress/diagnostics/2026-06-19_realized_behavior_bridge_findings.md	04536ac6059b2f0d3fb1b9b4b9639a189435c5cac8c48c7e646a1011bfeb10fb	unreachable_git_history	-	-	-	2026-06-19	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/04536ac6059b/progress/diagnostics/2026-06-19_realized_behavior_bridge_findings.md	historical	archived_git	provenance_indexed	classification=new_content_new_path;origins=unreachable_git_history;path_count=1;bytes=152910
progress	progress:045ff279dcf850fbe5a06df34a879378165d7d720739f5ec926e5433911ad0ca	progress/benchmarks/README.md	045ff279dcf850fbe5a06df34a879378165d7d720739f5ec926e5433911ad0ca	reachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/045ff279dcf8/progress/benchmarks/README.md	historical	archived_git	provenance_indexed	classification=same_path_divergent_new_content;origins=reachable_git_history;path_count=1;bytes=2275
progress	progress:047d29a6c29b691d6d9b12fab093f463c359b724ac3971af0aec95e9fcf58e77	progress/full_idea.md	047d29a6c29b691d6d9b12fab093f463c359b724ac3971af0aec95e9fcf58e77	reachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/047d29a6c29b/progress/full_idea.md	historical	archived_git	provenance_indexed	classification=new_content_new_path;origins=reachable_git_history;path_count=1;bytes=44122
progress	progress:049d409d4112b42785a036de4af71eb103fad270d3debc93d8931e6a86bbf6f4	progress/diagnostics/README.md	049d409d4112b42785a036de4af71eb103fad270d3debc93d8931e6a86bbf6f4	reachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/049d409d4112/progress/diagnostics/README.md	historical	archived_git	provenance_indexed	classification=same_path_divergent_new_content;origins=reachable_git_history;path_count=1;bytes=6968
progress	progress:04d54dfe9a854dea5abc0fd4bdf6479f671f232013fd1eeec345ce33d3cd0884	progress/diagnostics/artifacts/et_rmp_rp_sample_bank_2026-04-29/README.md	04d54dfe9a854dea5abc0fd4bdf6479f671f232013fd1eeec345ce33d3cd0884	reachable_git_history	-	-	-	2026-04-29	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/04d54dfe9a85/progress/diagnostics/artifacts/et_rmp_rp_sample_bank_2026-04-29/README.md	historical	archived_git	provenance_indexed	classification=same_path_divergent_new_content;origins=reachable_git_history;path_count=1;bytes=2987
progress	progress:0512f523ba55618ea5bd2ad19123686615d7c2465ff528c738a0120bc9a59288	progress/diagnostics/2026-04-22_raw_text_decode_bias_mechanism_findings.md	0512f523ba55618ea5bd2ad19123686615d7c2465ff528c738a0120bc9a59288	current_worktree;reachable_and_unreachable_git_history	codex/coverage-ledger-mechanistic-probing;codex/ledger-auxiliary-loss;codex/prefix-denoising-sft;codex/regionlock-simplified-pointer;codex/vllm-mechanistic-round-gaussian-rps;coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/coverage-ledger-mechanistic-probing;/data/CoordExp/.worktrees/geometry-aware-denoising-sft;/data/CoordExp/.worktrees/ledger-auxiliary-loss;/data/CoordExp/.worktrees/regionlock-simplified-pointer;/data/CoordExp/.worktrees/research-probes;/data/CoordExp/.worktrees/vllm-mechanistic-round-gaussian-rps	0544c509192d3173fa23b1870cd486a9ae815084;72a1639cc469d498923f16eac2b1a661e52719f7;8cea75d9261e0f694fbdbb5c6d2005cdb28cc886;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499;b4fff9c1b1f4b7bac832e7c4e707d1956467dbc4;dc6714ca508a1449a7c5180672e0e77179e8513b;f77919c5a5dbea34d75b8de04d93d05f385bc0c5	2026-04-22	retain_current	07_stage2_rollout_failure_registry.md	-	recovery_snapshot:snapshots/0512f523ba55/progress/diagnostics/2026-04-22_raw_text_decode_bias_mechanism_findings.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=1;bytes=19837
progress	progress:05a3259f61beea86b033257186367dd6ba543e04de2244373b1b576dd24c5c9b	progress/diagnostics/artifacts/README.md	05a3259f61beea86b033257186367dd6ba543e04de2244373b1b576dd24c5c9b	reachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/05a3259f61be/progress/diagnostics/artifacts/README.md	historical	archived_git	provenance_indexed	classification=same_path_divergent_new_content;origins=reachable_git_history;path_count=1;bytes=2253
progress	progress:05cf86491d5e5342caba9b6310702f6d51dac1e6a969d3a739d08e1a0465655e	progress/explorations/README.md	05cf86491d5e5342caba9b6310702f6d51dac1e6a969d3a739d08e1a0465655e	reachable_and_unreachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/05cf86491d5e/progress/explorations/README.md	historical	archived_git	provenance_indexed	classification=same_path_divergent_new_content;origins=reachable_git_history;unreachable_git_history;path_count=1;bytes=2270
progress	progress:072df76080346f1b897abab1e971ca2a79af8c4ad0493f93800b53b755e939de	progress/diagnostics/2026-05-20_residual_set_stage2_smoke.md	072df76080346f1b897abab1e971ca2a79af8c4ad0493f93800b53b755e939de	current_worktree;reachable_and_unreachable_git_history	codex/coverage-ledger-mechanistic-probing;codex/ledger-auxiliary-loss;codex/prefix-denoising-sft;codex/regionlock-simplified-pointer;codex/vllm-mechanistic-round-gaussian-rps;coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/coverage-ledger-mechanistic-probing;/data/CoordExp/.worktrees/geometry-aware-denoising-sft;/data/CoordExp/.worktrees/ledger-auxiliary-loss;/data/CoordExp/.worktrees/regionlock-simplified-pointer;/data/CoordExp/.worktrees/research-probes;/data/CoordExp/.worktrees/vllm-mechanistic-round-gaussian-rps	0544c509192d3173fa23b1870cd486a9ae815084;72a1639cc469d498923f16eac2b1a661e52719f7;8cea75d9261e0f694fbdbb5c6d2005cdb28cc886;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499;b4fff9c1b1f4b7bac832e7c4e707d1956467dbc4;dc6714ca508a1449a7c5180672e0e77179e8513b;f77919c5a5dbea34d75b8de04d93d05f385bc0c5	2026-05-20	retain_current	07_stage2_rollout_failure_registry.md	-	recovery_snapshot:snapshots/072df7608034/progress/diagnostics/2026-05-20_residual_set_stage2_smoke.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=1;bytes=2774
progress	progress:07769b54775cec8e10f2c2430b02b4fe802157a6d65421f1b3bb5e6fb903adbb	docs/history/research-intake/2026-07-01-autoregressive-binding-template-study/snapshots/07769b54775c/progress/diagnostics/2026-06-10_phase4_layer17_module_boundary_findings.md;progress/diagnostics/2026-06-10_phase4_layer17_module_boundary_findings.md	07769b54775cec8e10f2c2430b02b4fe802157a6d65421f1b3bb5e6fb903adbb	current_worktree;reachable_and_unreachable_git_history	coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/research-probes	72a1639cc469d498923f16eac2b1a661e52719f7;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499	2026-06-10	retain_current	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/07769b54775c/docs/history/research-intake/2026-07-01-autoregressive-binding-template-study/snapshots/07769b54775c/progress/diagnostics/2026-06-10_phase4_layer17_module_boundary_findings.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=2;bytes=5372
progress	progress:07ff001a5539d8ec27e98ad34c07da1fe73c3fbb87750cadd0c0d46870415c63	progress/README.md	07ff001a5539d8ec27e98ad34c07da1fe73c3fbb87750cadd0c0d46870415c63	reachable_and_unreachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/07ff001a5539/progress/README.md	historical	archived_git	provenance_indexed	classification=same_path_divergent_new_content;origins=reachable_git_history;unreachable_git_history;path_count=1;bytes=2570
progress	progress:0891ccc199b6983feeda459742152c1bf7ffa2e87e31c9aace20183411ec11ef	docs/history/research-intake/2026-07-01-autoregressive-binding-template-study/snapshots/0891ccc199b6/progress/diagnostics/2026-06-21_source33_y2_local_anchor_basin_probe.md;docs/history/worktree-cleanup/2026-07-02-low-risk-worktree-recycle/snapshots/autoregressive-binding-template-study/progress/diagnostics/2026-06-21_source33_y2_local_anchor_basin_probe.md;progress/diagnostics/2026-06-21_source33_y2_local_anchor_basin_probe.md	0891ccc199b6983feeda459742152c1bf7ffa2e87e31c9aace20183411ec11ef	current_worktree;reachable_and_unreachable_git_history	coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/research-probes	72a1639cc469d498923f16eac2b1a661e52719f7;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499	2026-06-21	retain_current	11_historical_result_registry.md	-	recovery_snapshot:snapshots/0891ccc199b6/docs/history/research-intake/2026-07-01-autoregressive-binding-template-study/snapshots/0891ccc199b6/progress/diagnostics/2026-06-21_source33_y2_local_anchor_basin_probe.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=3;bytes=7048
progress	progress:09d7b9047e466a921e0a69ffe92dd1f82c11421b1c7567d4f1416866535e7a9c	progress/confidence-extraction.md	09d7b9047e466a921e0a69ffe92dd1f82c11421b1c7567d4f1416866535e7a9c	reachable_git_history	-	-	-	not_dated	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/09d7b9047e46/progress/confidence-extraction.md	historical	archived_git	provenance_indexed	classification=new_content_new_path;origins=reachable_git_history;path_count=1;bytes=11696
progress	progress:0a306e21825508121f0be2d09855893780897d515f94283c6e8cf2ec2e0fa37b	progress/diagnostics/2026-06-10_autoregressive_duplication_mechanism_charter.md	0a306e21825508121f0be2d09855893780897d515f94283c6e8cf2ec2e0fa37b	unreachable_git_history	-	-	-	2026-06-10	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/0a306e218255/progress/diagnostics/2026-06-10_autoregressive_duplication_mechanism_charter.md	historical	archived_git	provenance_indexed	classification=new_content_new_path;origins=unreachable_git_history;path_count=1;bytes=18255
progress	progress:0a382651be7887d38fa11d5da98ec2277268ea89ba68df234cb9f0bebcbe4810	progress/directions/stage2_clean_prefix_v2_longform.md	0a382651be7887d38fa11d5da98ec2277268ea89ba68df234cb9f0bebcbe4810	reachable_git_history	-	-	-	not_dated	archive_historical	07_stage2_rollout_failure_registry.md	-	recovery_snapshot:snapshots/0a382651be78/progress/directions/stage2_clean_prefix_v2_longform.md	historical	archived_git	provenance_indexed	classification=new_content_new_path;origins=reachable_git_history;path_count=1;bytes=1235
progress	progress:0af009c129d215087abefea81b29beaaa4b36873257a56d8c5684fdbf5b899d8	progress/explorations/2026-05-15_training_infrastructure_architecture_decisions.md	0af009c129d215087abefea81b29beaaa4b36873257a56d8c5684fdbf5b899d8	current_worktree;reachable_and_unreachable_git_history	codex/coverage-ledger-mechanistic-probing;codex/ledger-auxiliary-loss;codex/prefix-denoising-sft;codex/regionlock-simplified-pointer;codex/vllm-mechanistic-round-gaussian-rps;coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/coverage-ledger-mechanistic-probing;/data/CoordExp/.worktrees/geometry-aware-denoising-sft;/data/CoordExp/.worktrees/ledger-auxiliary-loss;/data/CoordExp/.worktrees/regionlock-simplified-pointer;/data/CoordExp/.worktrees/research-probes;/data/CoordExp/.worktrees/vllm-mechanistic-round-gaussian-rps	0544c509192d3173fa23b1870cd486a9ae815084;72a1639cc469d498923f16eac2b1a661e52719f7;8cea75d9261e0f694fbdbb5c6d2005cdb28cc886;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499;b4fff9c1b1f4b7bac832e7c4e707d1956467dbc4;dc6714ca508a1449a7c5180672e0e77179e8513b;f77919c5a5dbea34d75b8de04d93d05f385bc0c5	2026-05-15	retain_current	09_training_and_runtime_lessons.md	-	recovery_snapshot:snapshots/0af009c129d2/progress/explorations/2026-05-15_training_infrastructure_architecture_decisions.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=1;bytes=131710
progress	progress:0b7493a7e401fe5e8e9ace2890659e8ab394be80eda5ccd55c9eacbb7b728765	progress/diagnostics/2026-05-18_gaussian_softce_a5_a6_coord_logit_locality.md	0b7493a7e401fe5e8e9ace2890659e8ab394be80eda5ccd55c9eacbb7b728765	current_worktree;reachable_and_unreachable_git_history	codex/coverage-ledger-mechanistic-probing;codex/ledger-auxiliary-loss;codex/prefix-denoising-sft;codex/regionlock-simplified-pointer;codex/vllm-mechanistic-round-gaussian-rps;coordexp-infras;main;research-probes	/data/CoordExp;/data/CoordExp/.worktrees/coordexp-infras;/data/CoordExp/.worktrees/coverage-ledger-mechanistic-probing;/data/CoordExp/.worktrees/geometry-aware-denoising-sft;/data/CoordExp/.worktrees/ledger-auxiliary-loss;/data/CoordExp/.worktrees/regionlock-simplified-pointer;/data/CoordExp/.worktrees/research-probes;/data/CoordExp/.worktrees/vllm-mechanistic-round-gaussian-rps	0544c509192d3173fa23b1870cd486a9ae815084;72a1639cc469d498923f16eac2b1a661e52719f7;8cea75d9261e0f694fbdbb5c6d2005cdb28cc886;9a79e48f4800868fe66f7d6c98b1289a5232cd96;ae05699b05467398a933d4e1eaeabde566a9f499;b4fff9c1b1f4b7bac832e7c4e707d1956467dbc4;dc6714ca508a1449a7c5180672e0e77179e8513b;f77919c5a5dbea34d75b8de04d93d05f385bc0c5	2026-05-18	retain_current	11_historical_result_registry.md	-	recovery_snapshot:snapshots/0b7493a7e401/progress/diagnostics/2026-05-18_gaussian_softce_a5_a6_coord_logit_locality.md	current	current_or_recoverable	provenance_indexed	classification=same_path_identical;origins=current_worktree;reachable_git_history;unreachable_git_history;path_count=1;bytes=14432
progress	progress:0b96f884376521734cc2a51cbe618c9b1a04741e56f548bc741e038adf5be618	progress/diagnostics/2026-06-21_value_route_causal_continuation_findings.md	0b96f884376521734cc2a51cbe618c9b1a04741e56f548bc741e038adf5be618	unreachable_git_history	-	-	-	2026-06-21	archive_historical	10_inference_evaluation_and_artifact_lessons.md	-	recovery_snapshot:snapshots/0b96f8843765/progress/diagnostics/2026-06-21_value_route_causal_continuation_findings.md	historical	archived_git	provenance_indexed	classification=new_content_new_path;origins=unreachable_git_history;path_count=1;bytes=36545
