wave	source_kind	source_branch	source_commit	source_path	source_date	sha256	doc_title	doc_type	evidence_scope	artifact_roots	snapshot_path	absorbed_into	raw_status
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_direction_findings.md	2026-06-10	97e74f6767a839f1f0e327c28980314c3cded37ff7d99a9a7c020544914dfc9e	Phase 4 Layer 17 Head 1 Projected Direction Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_direction_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_direction_layer17_head1_top4_allshards_report.md	snapshots/97e74f6767a8/progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_direction_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_patch_component_findings.md	2026-06-10	6112d896872d54e62ec4de9d091e67120df01ebec38726021c89a0501d669387	Phase 4 Layer 17 Head 1 Projected Patch Component Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_contribution_patch_components_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_contribution_patch_components_layer17_head1_top4_allshards_report.md	snapshots/6112d896872d/progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_patch_component_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_patch_site_findings.md	2026-06-10	feb1fbe51c0190cf1bd7c3923b2ffb081156d3b1f3250c13bc0ab4017d6b8635	Phase 4 Layer 17 Head 1 Projected Patch Site Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_contribution_patch_sites_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_contribution_patch_sites_layer17_head1_top4_allshards_report.md	snapshots/feb1fbe51c01/progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_patch_site_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_value_source_findings.md	2026-06-10	93328e5f3e35d921a5c0ad4668f98f452dc9052cad940deea9d9a6e394fc1dbc	Phase 4 Layer 17 Head 1 Projected Value-Source Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_projected_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_projected_layer17_head1_top4_allshards_report.md	snapshots/93328e5f3e35/progress/diagnostics/2026-06-10_phase4_layer17_head1_projected_value_source_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_source_bucket_direction_findings.md	2026-06-10	03aa7380182adf8b2cd016d799cb21b622059a43a8fb95a314e1e28f49adb476	Phase 4 Layer 17 Head 1 Source-Bucket Direction Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_direction_source_buckets_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_direction_source_buckets_layer17_head1_top4_allshards_report.md	snapshots/03aa7380182a/progress/diagnostics/2026-06-10_phase4_layer17_head1_source_bucket_direction_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_source_category_findings.md	2026-06-10	432bda8f665a4ccbcbcfb215f8cdd105034187e4619d0ad519a7ecf8793ab239	Phase 4 Layer 17 Head 1 Source Category Findings	diagnostic-fragment	phase4-layer17-head1-source-category-top4-allshards	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_attention_source_category_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_attention_source_category_layer17_head1_top4_allshards_report.md	snapshots/432bda8f665a/progress/diagnostics/2026-06-10_phase4_layer17_head1_source_category_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_source_region_control_vs_mask_findings.md	2026-06-10	a28501694f1941188ed79c66864c69237131cff4a5c7b62da1a102fe8dd895df	Phase 4 Layer 17 Head 1 Source Region Control-vs-Mask Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_attention_source_region_layer17_head1_control_vs_mask_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_attention_source_region_layer17_head1_control_vs_mask_top4_allshards_report.md	snapshots/a28501694f19/progress/diagnostics/2026-06-10_phase4_layer17_head1_source_region_control_vs_mask_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_source_region_findings.md	2026-06-10	c26133aad2ffe14ff98973d9d00a63f9c595b4f4af9744a4f72efc7c566cb033	Phase 4 Layer 17 Head 1 Source Region Findings	diagnostic-fragment	phase4-layer17-head1-source-region-top4-allshards	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_attention_source_layer17_head1_region_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_attention_source_layer17_head1_region_top4_allshards_report.md	snapshots/c26133aad2ff/progress/diagnostics/2026-06-10_phase4_layer17_head1_source_region_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_value_source_findings.md	2026-06-10	475082cb55b898abb3af9afb88550b293ac05bf44f37d691e4b82922ac1aa014	Phase 4 Layer 17 Head 1 Value-Source Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_layer17_head1_top4_allshards_report.md	snapshots/475082cb55b8/progress/diagnostics/2026-06-10_phase4_layer17_head1_value_source_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_value_source_patch_findings.md	2026-06-10	cae3272e6411eea0015d96ea442e9317d01dbab9a5ee164cc150495d14d2ede7	Phase 4 Layer 17 Head 1 Value-Source Contribution Patch Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_patch_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_patch_layer17_head1_top4_allshards_report.md	snapshots/cae3272e6411/progress/diagnostics/2026-06-10_phase4_layer17_head1_value_source_patch_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_head1_visual_spatial_bucket_findings.md	2026-06-10	3608fd93b9e15fee3d1b122bd5bf78b11cc969cd59aa787ae2cff1e6aca99429	Phase 4 Layer 17 Head 1 Visual-Spatial Bucket Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_direction_visual_spatial_buckets_layer17_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_projected_direction_visual_spatial_buckets_layer17_head1_top4_allshards_report.md	snapshots/3608fd93b9e1/progress/diagnostics/2026-06-10_phase4_layer17_head1_visual_spatial_bucket_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_module_boundary_findings.md	2026-06-10	07769b54775cec8e10f2c2430b02b4fe802157a6d65421f1b3bb5e6fb903adbb	Phase 4 Layer 17 Module Boundary Findings	diagnostic-fragment	phase4-layer17-module-boundary-top4-allshards	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_layer17_module_boundary_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_layer17_module_boundary_top4_allshards_report.md	snapshots/07769b54775c/progress/diagnostics/2026-06-10_phase4_layer17_module_boundary_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_layer17_source_contribution_transition_findings.md	2026-06-10	ae487e6e6ca278ec8239dd706880fc8de11b3376347421ab1b2a9b8d1ed4c9ea	Phase 4 Layer-Transition Source-Contribution Patch Findings	diagnostic-fragment	-	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_patch_layers14_18_head1_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_value_source_patch_layers14_18_head1_top4_allshards_report.md	snapshots/ae487e6e6ca2/progress/diagnostics/2026-06-10_phase4_layer17_source_contribution_transition_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_mlp_input_output_findings.md	2026-06-10	d64b678a0636d22628bdbf433ca96ee7e00d8d20b0f04acf8e07514c27d59b78	Phase 4 MLP Input/Output Patch Findings	diagnostic-fragment	phase4-mlp-input-output-top4-allshards	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_mlp_input_output_layers_20_24_top4_allshards_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_mlp_input_output_layers_20_24_top4_allshards_report.md	snapshots/d64b678a0636/progress/diagnostics/2026-06-10_phase4_mlp_input_output_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
june10_12_deleted	tarball_from_deleted_commit	codex/mechanistic-diagnosis-experiments	9d668607494f39ff59bc0756bdc81cc5a8b79969	progress/diagnostics/2026-06-10_phase4_residual_boundary_findings.md	2026-06-10	1a5799ef392aade1f51e8cb6dc374dcfecae49f61ab8189ed27310d6023b47fe	Phase 4 Residual Boundary Patch Findings	diagnostic-fragment	phase4-residual-boundary-top4-allshards	/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_residual_boundary_layers_20_24_top4_allshards_v4_summary.json;/data/CoordExp/outputs/analysis/autoregressive_duplication_mechanism/phase1_hidden_logit_manifest_20260610-073920/phase4_residual_boundary_layers_20_24_top4_allshards_v4_report.md	snapshots/1a5799ef392a/progress/diagnostics/2026-06-10_phase4_residual_boundary_findings.md	experiments/2026-06-10_12_autoregressive_duplication_causal_chain.md	archived_snapshot_existing_consolidation_checked
